Name;Category;Location;WikidataID;DateCelebration;DateDeclaration;Lattitude;Longitude;NombreLink;;Ubicacion2;Ubicacion2Link;Coordinate1;Coordinate1Link;Coordinate2;Coordinate2Link;Coordinate3;Coordinate3Link;Coordinate4;Image;Coordinate4Lin k;Coordinate5;Coordinate5Link;Coordinate6;Coordinate6Link;Coordinate7;Coordinate7Link;;Fecha2;Fecha2Link;Fecha3;Fecha4;Fecha4Link;;IdentificatorLink;Category;CategoryLink;Imagen1;Imagen1Alt;Image1Link
" (Alicante)""";Q6124571;Semana Santa;"2010[21]​; 2010";38°05′08″N;0°56′49″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Orihuela;;"Orihuela; Alicante";"https://es.wikipedia.org/wiki/Orihuela; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°05′08″N 0°56′49″O / 38.08556, -0.94694 (Orihuela);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_05_08_N_0_56_49_W_&title=Orihuela;38°05′08″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_05_08_N_0_56_49_W_&title=Orihuela;0°56′49″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_05_08_N_0_56_49_W_&title=Orihuela;3.808.556,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_05_08_N_0_56_49_W_&title=Orihuela;-0.94694;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_05_08_N_0_56_49_W_&title=Orihuela;Orihuela;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_05_08_N_0_56_49_W_&title=Orihuela;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2010[21]​; 2010";[21];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-21;;https://www.wikidata.org/wiki/Q6124571;Holy Week in Orihuela;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Orihuela;"http://4v.dia.fi.upm.es/test/test2_files/75px-El_Triunfo_de_la_Cruz.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Orihuela; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:El_Triunfo_de_la_Cruz.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q6124571&descriptionlang=es&categories=Holy+Week+in+Orihuela&description=Semana+Santa+en+Orihuela";;
Semana Santa en Cáceres;International;Cáceres;Q6124517;Semana Santa;"2011[22]​; 2011";39°28′23″N;6°22′16″O;https://es.wikipedia.org/wiki/Semana_Santa_en_C%C3%A1ceres;;Cáceres;https://es.wikipedia.org/wiki/C%C3%A1ceres;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;39°28′23″N 6°22′16″O / 39.47306, -6.37111 (Cáceres);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_28_23_N_6_22_16_W_&title=C%C3%A1ceres;39°28′23″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_28_23_N_6_22_16_W_&title=C%C3%A1ceres;6°22′16″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_28_23_N_6_22_16_W_&title=C%C3%A1ceres;3.947.306,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_28_23_N_6_22_16_W_&title=C%C3%A1ceres;-637.111;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_28_23_N_6_22_16_W_&title=C%C3%A1ceres;Cáceres;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_28_23_N_6_22_16_W_&title=C%C3%A1ceres;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2011[22]​; 2011";[22];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-22;;https://www.wikidata.org/wiki/Q6124517;Holy Week in Cáceres;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_C%C3%A1ceres;"http://4v.dia.fi.upm.es/test/test2_files/100px-CristoNegroCC.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Cáceres; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:CristoNegroCC.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q6124517&descriptionlang=es&categories=Holy+Week+in+C%C3%A1ceres&description=Semana+Santa+en+C%C3%A1ceres"
Semana Santa en Crevillente;International;Crevillente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Alicante)""";Q23046683;Semana Santa;"2011[23]​; 2011";38°14′55″N;0°48′32″O;https://es.wikipedia.org/w/index.php?title=Semana_Santa_en_Crevillente&action=edit&redlink=1;;"Crevillente; Alicante";"https://es.wikipedia.org/wiki/Crevillente; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°14′55″N 0°48′32″O / 38.24861, -0.80889 (Crevillente);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;38°14′55″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;0°48′32″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;3.824.861,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;-0.80889;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;Crevillente;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2011[23]​; 2011";[23];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-23;;https://www.wikidata.org/wiki/Q23046683;;;http://4v.dia.fi.upm.es/test/test2_files/50px-Camera-photo_Upload.svg.png;Haz clic aquí para subir tu imagen;https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23046683&descriptionlang=es&categories=Festivals+of+the+Land+of+Valencia&description=Semana+Santa+en+Crevillente;;
Semana Santa en Medina del Campo;International;Medina del Campo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Valladolid)""";Q6124559;Semana Santa;"2011[24]​; 2011";41°18′31″N;4°54′54″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Medina_del_Campo;;"Medina del Campo; Valladolid";"https://es.wikipedia.org/wiki/Medina_del_Campo; https://es.wikipedia.org/wiki/Provincia_de_Valladolid";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;41°18′31″N 4°54′54″O / 41.30861, -4.91500 (Medina del Campo);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_18_31_N_4_54_54_W_&title=Medina+del+Campo;41°18′31″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_18_31_N_4_54_54_W_&title=Medina+del+Campo;4°54′54″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_18_31_N_4_54_54_W_&title=Medina+del+Campo;4.130.861,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_18_31_N_4_54_54_W_&title=Medina+del+Campo;-491.500;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_18_31_N_4_54_54_W_&title=Medina+del+Campo;Medina del Campo;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_18_31_N_4_54_54_W_&title=Medina+del+Campo;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2011[24]​; 2011";[24];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-24;;https://www.wikidata.org/wiki/Q6124559;;;http://4v.dia.fi.upm.es/test/test2_files/50px-Camera-photo_Upload.svg.png;Haz clic aquí para subir tu imagen;https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q6124559&descriptionlang=es&categories=Festivals+of+Castile+and+Le%C3%B3n&description=Semana+Santa+en+Medina+del+Campo;;
Semana Santa en Murcia;International;Murcia;Q5685566;Semana Santa;"2011[25]​; 2011";37°59′10″N;1°07′49″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Murcia;;Murcia;https://es.wikipedia.org/wiki/Murcia;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°59′10″N 1°07′49″O / 37.98611, -1.13028 (Murcia);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;37°59′10″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;1°07′49″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;3.798.611,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;-113.028;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;Murcia;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2011[25]​; 2011";[25];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-25;;https://www.wikidata.org/wiki/Q5685566;Holy Week in Murcia;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Murcia;"http://4v.dia.fi.upm.es/test/test2_files/100px-Laoraciondelhuertomurcia.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Murcia; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Laoraciondelhuertomurcia.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5685566&descriptionlang=es&categories=Holy+Week+in+Murcia&description=Semana+Santa+en+Murcia"
Semana Santa en Palencia;International;Palencia;Q3478355;Semana Santa;"2012[26]​; 2012";42°01′00″N;4°32′00″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Palencia;;Palencia;https://es.wikipedia.org/wiki/Palencia;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;42°01′00″N 4°32′00″O / 42.01667, -4.53333 (Palencia);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_01_00_N_4_32_00_W_&title=Palencia;42°01′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_01_00_N_4_32_00_W_&title=Palencia;4°32′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_01_00_N_4_32_00_W_&title=Palencia;4.201.667,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_01_00_N_4_32_00_W_&title=Palencia;-453.333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_01_00_N_4_32_00_W_&title=Palencia;Palencia;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=42_01_00_N_4_32_00_W_&title=Palencia;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2012[26]​; 2012";[26];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-26;;https://www.wikidata.org/wiki/Q3478355;Holy Week in Palencia;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Palencia;"http://4v.dia.fi.upm.es/test/test2_files/69px-Nuestra_Se%C3%B1ora_de_la_Soledad.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Palencia; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Nuestra_Se%C3%B1ora_de_la_Soledad.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3478355&descriptionlang=es&categories=Holy+Week+in+Palencia&description=Semana+Santa+en+Palencia"
Semana Santa en Vivero;International;Vivero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Lugo)""";Q3065313;Semana Santa;"2013[27]​; 2013";43°38′53″N;7°35′24″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Vivero;;"Vivero; Lugo";"https://es.wikipedia.org/wiki/Vivero; https://es.wikipedia.org/wiki/Provincia_de_Lugo";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;43°38′53″N 7°35′24″O / 43.64806, -7.59000 (Vivero);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_38_53_N_7_35_24_W_&title=Vivero;43°38′53″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_38_53_N_7_35_24_W_&title=Vivero;7°35′24″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_38_53_N_7_35_24_W_&title=Vivero;4.364.806,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_38_53_N_7_35_24_W_&title=Vivero;-759.000;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_38_53_N_7_35_24_W_&title=Vivero;Vivero;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_38_53_N_7_35_24_W_&title=Vivero;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2013[27]​; 2013";[27];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-27;;https://www.wikidata.org/wiki/Q3065313;Holy Week in Viveiro;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Viveiro;"http://4v.dia.fi.upm.es/test/test2_files/75px-Virxe_da_Clemencia.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Vivero; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Virxe_da_Clemencia.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3065313&descriptionlang=es&categories=Holy+Week+in+Viveiro&description=Semana+Santa+en+Vivero";;
Semana Santa en Ávila;International;Ávila;Q6124609;Semana Santa;"2014[28]​; 2014";40°39′16″N;4°41′46″O;https://es.wikipedia.org/wiki/Semana_Santa_en_%C3%81vila;;Ávila;https://es.wikipedia.org/wiki/%C3%81vila;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;40°39′16″N 4°41′46″O / 40.65444, -4.69611 (Ávila);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_39_16_N_4_41_46_W_&title=%C3%81vila;40°39′16″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_39_16_N_4_41_46_W_&title=%C3%81vila;4°41′46″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_39_16_N_4_41_46_W_&title=%C3%81vila;4.065.444,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_39_16_N_4_41_46_W_&title=%C3%81vila;-469.611;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_39_16_N_4_41_46_W_&title=%C3%81vila;Ávila;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_39_16_N_4_41_46_W_&title=%C3%81vila;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2014[28]​; 2014";[28];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-28;;https://www.wikidata.org/wiki/Q6124609;Holy Week in Ávila;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_%C3%81vila;"http://4v.dia.fi.upm.es/test/test2_files/100px-Semana_Santa_en_%C3%81vila.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Ávila; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Semana_Santa_en_%C3%81vila.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q6124609&descriptionlang=es&categories=Holy+Week+in+%C3%81vila&description=Semana+Santa+en+%C3%81vila"
Semana Santa en Ferrol;International;Ferrol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (La Coruña)""";Q9075872;Semana Santa;"2014[29]​; 2014";43°28′00″N;8°15′00″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Ferrol;;"Ferrol; La Coruña";"https://es.wikipedia.org/wiki/Ferrol; https://es.wikipedia.org/wiki/Provincia_de_La_Coru%C3%B1a";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;43°28′00″N 8°15′00″O / 43.46667, -8.25000 (Ferrol);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_28_00_N_8_15_00_W_&title=Ferrol;43°28′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_28_00_N_8_15_00_W_&title=Ferrol;8°15′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_28_00_N_8_15_00_W_&title=Ferrol;4.346.667,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_28_00_N_8_15_00_W_&title=Ferrol;-825.000;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_28_00_N_8_15_00_W_&title=Ferrol;Ferrol;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=43_28_00_N_8_15_00_W_&title=Ferrol;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2014[29]​; 2014";[29];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-29;;https://www.wikidata.org/wiki/Q9075872;Holy Week in Ferrol;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Ferrol;"http://4v.dia.fi.upm.es/test/test2_files/100px-Santo_Encuentro_075.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Ferrol; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Santo_Encuentro_075.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q9075872&descriptionlang=es&categories=Holy+Week+in+Ferrol&description=Semana+Santa+en+Ferrol";;
